video,laughter_start,laughter_end,laughter_value,start_segment_s,end_segment_s,start_segment_frame,end_segment_frame,number_of_words,list_of_words_separated_by_spaces
JackWhitehall1,305,306,1,281,305,8431,9150,73,KenStarryeswhointohe'sthekidsfromisityeahthekidsfilledwithaconsolidatedIMDbratingofeightpointfivetwoAcademyAwardstwogoldenglobesthat'sbeenadoptedintothemostsuccessfulBroadwaymusicalofalltimegeneratingandthatgrossprofitofeighthundredmilliondollarsandcountingwhobutmaybeit'sjustakidsfilmbecauseitdoesn'tdealwithanymaturethemesthatnobodyat
JacquelineNovak,5,7,2,0,5,1,150,6,%HESITATIONsoIDliketoeat
JacquelineNovak,14,15,2,7,14,211,420,10,Idoit'smyfavoriteofthesurvivalbasedactivities
JacquelineNovak,18,19,2,15,18,451,540,1,Sir
JacquelineNovak,23,24,2,19,23,571,690,9,howyeahnothankyouIdon'tlikethat
JacquelineNovak,31,33,2,24,31,721,930,23,IyeahI'vealwaysheardthisthingthatyou'renotsupposedtoshopwhenyou'rehungryIthinkisonmygroceryshopping
JacquelineNovak,36,37,2,33,36,991,1080,4,trueacrosstheboard
JacquelineNovak,43,46,2,37,43,1111,1290,21,likeifIgotolikeadepartmentstorehungryandthecominghomewithalotofmeatcoloredclothing
JacquelineNovak,61,69,2,46,61,1381,1830,50,I'vebeenobsessedwithfoodforalongtime%HESITATIONwhenIwasinthesecondgradetheteachersaidtomeifItwelvetacosneartwotacosandIgaveyouonethirdofmytalkiswhatwouldyouhaveandIsaidafriendforlife
JacquelineNovak,71,72,2,69,71,2071,2130,5,westillkeepintouch
JacquelineNovak,78,83,2,72,78,2161,2340,18,IyeahIwasbornamonthearlyandI'mprettysureit'sbecauseIthoughtIsmelled
JacquelineNovak,93,94,2,83,93,2491,2790,26,itoutIlovenachosIlovenachosbutIamdonegettingtheminarestaurantwithagroupofwomenasasharedappetizers
JacquelineNovak,103,107,2,94,103,2821,3090,25,thesamethinghappenseverytimethemomentthatthenachosarriveatthetablethewomenalwaysactsurprisedbythesizeofthe
JacquelineNovak,109,110,2,107,109,3211,3270,6,andwhenI'mnottoplay
JacquelineNovak,116,117,2,110,116,3301,3480,7,theycan'tbelievehowbigitis
JacquelineNovak,121,122,2,117,121,3511,3630,9,wehadnoideawhenweorderednachosGrande
JacquelineNovak,123,124,2,122,123,3661,3690,5,wherewecanweeat
JacquelineNovak,126,127,2,124,126,3721,3780,2,bigwhere
JacquelineNovak,135,136,2,127,135,3811,4050,28,andIgetsuckedintoitthat'stheworstpartIgetsuckedintothisfarceIstartactinglikeIdon'tknowhowtohandlethenachos
JacquelineNovak,141,148,2,136,141,4081,4230,13,likeI'mcopingma'amI'mlikeIthinkmedoingitIthink
JacquelineNovak,275,276,2,147,275,4411,8250,271,renotjobIcanhandlethemathomenothankyouthethingIlovetwodozenthroughgradebutpeoplenothankyou%HESITATIONnothatisanicenooneeverordersnotnumberoneanyoneorderenoughbesingletimecouragegotpeoplesaythistermP.apartyupyoubeatthepartyneveronceyouknowanypartingwhatisitfillupdoyouwelllikeIpersonallyIneedaminimumofthreeslicesIneedaminimumofthreeinordertohaveachancetosatisfactionandIneedyouknowtoanswermyphonecallswellthatendswelllongerthanitwiththreeIneedtoknowthreeourmindisformethefirstsliceofpizzaisjustmenoticingthatI'meatingpizzait'sasecondplaceintheorycouldenjoyitbutnotifIknowthatthatismyfinalflightIreallyneedtoknowaboutthirdplacewaitingatthecounterdismountinordertoenjoythesecondplaceformethesecondplaceapizzaandasetofthreeslicesofpizzait'sprettymuchmyonlyopportunitytoliveinthepresentinthislifeIdon'tlikewhenI'mwithagroupoffriendsandweresittingaroundandthere'saclosedpizzaboxonthecoffeetableandI'velosttrackofwho'shadwhatIdon'tknowifthere'sanykidsleftintherethat'spersonalhellitselfusuallyandveryontopoftheIslamiclikeIlooklikeaLasVegascasinocardcounter
JacquelineNovak,153,154,2,148,153,4441,4590,3,renotjob
JacquelineNovak,165,166,2,154,165,4621,4950,7,handlethemathomenothankyou
JacquelineNovak,171,172,2,166,171,4981,5130,9,thethingIlovetwodozenthroughgradebut
JacquelineNovak,182,183,2,172,182,5161,5460,21,peoplenothankyou%HESITATIONnothatisanicenooneeverordersnotnumberoneanyoneorderenoughbe
JacquelineNovak,188,189,2,183,188,5491,5640,3,singletimecourage
JacquelineNovak,197,198,2,189,197,5671,5910,16,peoplesaythistermP.apartyupyoubeatthepartyneveronceyouknow
JacquelineNovak,207,208,2,198,207,5941,6210,9,anypartingwhatisitfillupdoyou
JacquelineNovak,217,218,2,208,217,6241,6510,25,welllikeIpersonallyIneedaminimumofthreeslicesIneedaminimumofthreeinordertohaveachancetosatisfaction
JacquelineNovak,227,228,2,218,227,6541,6810,42,andIneedyouknowtoanswermyphonecallswellthatendswelllongerthanitwiththreeIneedtoknowthreeourmindisformethefirstsliceofpizzaisjustmenoticingthatI'meatingpizza
JacquelineNovak,236,238,2,228,236,6841,7080,20,it'sasecondplaceintheorycouldenjoyitbutnotifIknowthatthatismyfinalflight
JacquelineNovak,241,242,2,238,241,7141,7230,8,aboutthirdplacewaitingatthecounterdismount
JacquelineNovak,251,252,2,242,251,7261,7530,36,inordertoenjoythesecondplaceformethesecondplaceapizzaandasetofthreeslicesofpizzait'sprettymuchmyonlyopportunitytoliveinthepresentinthislife
JacquelineNovak,266,147,2,252,266,7561,7980,44,Idon'tlikewhenI'mwithagroupoffriendsandweresittingaroundandthere'saclosedpizzaboxonthecoffeetableandI'velosttrackofwho'shadwhatIdon'tknowifthere'sanykidsleftintherethat'spersonal
JacquelineNovak,281,282,2,276,281,8281,8430,13,conversationstillbeawarethatwetseasonthethirdflightheskippingacross
JacquelineNovak,288,290,2,282,288,8461,8640,21,whichIthinkiswrongbuteveryonceinawhileyouknowsomeonetotellyouthedeaththefamilyover
JacquelineNovak,293,296,2,290,293,8701,8790,10,givemycontactandthat'swhathappenedthat'swhenthe
JacquelineNovak,311,312,2,296,311,8881,9330,51,yeahbutIhavealittleIlittleexcusepreparedjustforthosemoments%HESITATIONtalkisyougottagoforyougottagoforthislifeandIliftedupyouknowyoucanencourageIgottagoforitandeverythingthatallIwaslookingforanotherslice
JacquelineNovak,316,317,2,312,316,9361,9480,17,IknowIjustwanttoseeifthereisoneofthoselittlewhiteplastictables
JacquelineNovak,320,321,2,317,320,9511,9600,10,totakethishomeandputmygarbageallhave
JacquelineNovak,326,327,2,321,326,9631,9780,11,friendsandfamilyIhaveagarbagedollhouseandhome
JenKirkman,35,37,1,0,35,1,1050,129,youguysyouneverknowwho'sgoingtochangeyourlifeyouknowandformeitwasaaTSAagentI'matriskIwasgoingthroughairportsecurityandsomethinginmyheadtouchedoffthemachineandthis%HESITATIONblackwomanwithbeautifulhairsthatI'mokayI'mgonnahavetoPatyoudownrightnownonewyougettingnervousbecausethewhitegirlisdoingablackpersonvoiceandyouthinkit'sracistbelowmeexplainsomethingtoyouguyssometimesblackpeoplesoundlikethisaloeI'dlikesometeasometimeslikepeoplesomelikethishiamdoneinheretosellyouamortgagesometimeslikepeoplesomelikethisgoogoogoobecausethat'sablackbabynow
JenKirkman,51,52,1,37,51,1111,1530,57,womanjusthappentosoundlikethisandsoI'mlikewhitewherethepattingmyheadwhatwouldhappenandthenIrememberedhopethesearehairextensionsoIsaidmyhairisfakeit'ssewnintomyheadIdon'thavedrugssmuggledinmyheadandshewouldgetoveritrightnow
JenKirkman,57,58,1,52,57,1561,1710,15,whyyouwhybecauseIwascominginheisscreamingit'syouknowwe
JenKirkman,62,63,1,58,62,1741,1860,20,Idon'tevenknowthewipersknowswhattocallitaweekifitwassofreeingwhenshe
JenKirkman,72,73,1,63,72,1891,2160,32,she'stherewhenblackwomencomeandweloveeachotherweknowwhat'sgoingonokaynowdidyougetthathairextensionsitwouldlookfakebecauseoftheboot
JenKirkman,77,78,1,73,77,2191,2310,6,yousomethingyourwe'veyourbusiness
JenKirkman,82,83,1,78,82,2341,2460,18,nooneevergivenmeadvicelikethatnotevenmyparentshavetalkedtomethatway
JenKirkman,85,86,1,83,85,2491,2550,12,backonitifyoulikeIwasraisedbywolvesyou
JenKirkman,91,93,1,86,91,2581,2730,19,andbeforeIleftshesaidletmejustsayonemorethingthatwe'veisbetweenyouand
JenKirkman,104,105,1,93,104,2791,3120,42,IwaslikeohmygodsoIwouldlovethatdefinitiveproofthatthere'saguyyouknowtheatheistandthereligiouspeoplearewrongthereisagodbutheisjustmakingsurethatwomen'shairextensionslook
JenKirkman,112,113,1,105,112,3151,3360,23,andpeopleareprayingtohimhe'soverwhelmedIcan'tstopthewarIjustI'mheretotellwomenyourwe'veyour
JenKirkman,129,131,1,113,129,3391,3870,54,soIwasonthisshowtwoyearsagotellingjokesabouthowIwasjustmarriedandit'sreallyreallygoodtobebackandI'mI'mdivorcednowthoughUMDNJdon'tknowdon'tbesadadivorceisalegaltermforanomanhasfartedinmybedfortwo
JenKirkman,143,144,1,131,143,3931,4290,54,banksandwentonadaterightafterIgotdivorcedasIcometobeacougarnowyouknowandIwentoutwiththeIwasthirtysixatthetimeIwentwithatwentyoneyearoldIwillneverdothatagainIhadtopickhimup
JenKirkman,149,150,1,144,149,4321,4470,16,thegasstationbecauseitscarbononagasbecausehisbankhadrunoutof
JenKirkman,169,170,1,150,169,4501,5070,83,andittookhimbacktomyplaceandIofferedhimsomewineandhesaidwhendidyougetthewineanditdidn'tunderstandthatquestionIwasthinkingdoeshemeanwhatvintageyearisthiswhyandhesaidnonowedon'tstopatasevenelevenonthewayhomewhendidyougetthewineandIwaslikewhosweetiewhenyou'reagrownupyoucanjusthavewinewaitingatthehouse
JenKirkman,173,177,1,170,173,5101,5190,12,usersooldandtiredyoudoyouwanttodrinkit
JenKirkman,184,185,1,177,184,5311,5520,24,soitdidn'tworkoutbetweenushe'she'sreallycuteinabandandhitalotofgirlsIfoundouton
JenKirkman,196,197,1,185,196,5551,5880,53,IdidhavetheinternetwhenIwashisageandIreallyresentthatyouknowwhenIwashisagewasalotofworktofindoutifsomeoneischeatingonyouyouhadtogetdressedgetdrunkgotoapartyinscreamisbasedonthis
JenKirkman,199,200,1,197,199,5911,5970,3,respectyourelders
JenKirkman,210,211,1,200,210,6001,6300,31,buthere'sthethingmarriedpeoplearetheworstpeopleintheworldnowdon'tgetoffendedIknowyoulikebutIgivetocatswithoutwhiskerseverymonthJan
JenKirkman,230,231,1,211,230,6331,6900,78,areprobablygoodpeoplebutasaunityou'reawfulandI'mgonnaapologizetoallthesinglepeoplehereforhowismarriedpeopletreatedyouyouknowwedidmarrypeoplewewentonahoneymoonwithourspouseswetookpicturesbythebeachdoweputthoseinaphotoalbumbecauseit'snoone'sbusinessbutourownnoweturnedintoaChristmascardandwesentittoallyousingle
JenKirkman,234,235,1,231,234,6931,7020,7,theloneliestmostsuicidaltimeayear
JenKirkman,243,246,1,235,243,7051,7290,34,you'resittingonyourcouchthinkingmaybethisistheyearthatsomeonewillLoveMeisbuilttomakenotonyourcatsforyoulickitoffknowingtheretoseeit
JenKirkman,260,261,1,246,260,7381,7800,68,allmyfriendsaremarriedwithkidsthat'sallIhangoutwithandandIwasatmyfriend'shousetheothernightthey'reputtingtheirtoddlertobadandhewascryingIdon'twanttogotobedatseventhirtyPMandwhenIsawthatIthoughtlikecryingbecauseIwaslikeIwouldlovetogotobedatseventhirty
JenKirkman,268,269,1,261,268,7831,8040,26,andhaveitbesociallyacceptableandnothavepeoplegoJenareyoudepressedwhyyouinbedgetoutthereareyoudivorcednow
JenKirkman,286,287,1,269,286,8071,8580,70,anotherfriendtotakethisclassandtheysaydon'tpickupyourtoddlerwhenhe'scryinginthecribandIcannotjudgeorforthatyouknowshetriedtoteachhimindependentsomykeyzeroyearsoldhe'snotgonnarememberthislessonyouknowyoudon'tneedaclassmytheoryisaslongasyoudon'tsetyourkidonfirehe'llbefine
JenKirkman,296,297,2,287,296,8611,8880,38,thethingifIdidhaveakidIwouldtotallypickhimupifhewascryingandIwouldputhiminacaranddrivingtoacornerandIwouldsayyoucrythere
JennyZigrino,1,7,2,0,1,1,30,4,guyslet'shearfrom
JennyZigrino,12,13,2,7,12,211,360,9,Idon'tcareanymoreit'sperfectevenstupidI
JennyZigrino,20,22,2,13,20,391,600,13,youthinkI'mlazyIdon'tcareyouknowtheycomeprettywhy
JennyZigrino,23,24,2,22,23,661,690,1,pretty
JennyZigrino,36,44,2,24,36,721,1080,39,Ihavealittlesistershe'scuteshe'seightsoItakeheroutpeopleassumeshe'smykidtheireyeslikeasuchashametohaveababysoyoungwho'sthefatherI'mlikeandI'll
JennyZigrino,46,48,2,44,46,1321,1380,5,yeahit'stoughaskquestions
JennyZigrino,50,55,2,48,50,1441,1500,8,forthatIjustmovedherefromNew
JennyZigrino,64,66,2,55,64,1651,1920,35,IliveinacoolpartoftownIliveinlikethepartoftownwherepeoplegojoggingwiththeirdogswejuststupidlikememydogunderstandingwe'renevergonnago
JennyZigrino,71,75,2,66,71,1981,2130,12,verysimilarbodytypesarekindofshortstockybarrelchestedeight
JennyZigrino,86,88,2,75,86,2251,2580,34,oneeleventhecoolneighborhoodtheconfinesdotheyhaveaveryspecifichaircutit'slikeonthesideanditshapealittlebitliketomeitlookslikeaHitleryouth
JennyZigrino,93,101,2,88,93,2641,2790,15,spineIfeellikethat'sthemulletovertimewhereit'slikepartyandmaps
JennyZigrino,106,107,2,101,106,3031,3180,0,
JennyZigrino,116,118,2,107,116,3211,3480,6,andthenhe'dsattherethrough
JennyZigrino,122,124,2,118,122,3541,3660,12,P.doesn'thappenandtheyeahI'mgonnafindhimandkill
JennyZigrino,133,134,2,124,133,3721,3990,19,findotherfriendbenefitwithbutthisistheproblemyouguyshewasthehipsterHasidicJewishcarpenter
JennyZigrino,136,138,2,134,136,4021,4080,4,andwithJesusyou
JennyZigrino,142,143,2,138,142,4141,4260,7,listeddirtytalktomeinyes
JennyZigrino,149,158,2,143,149,4291,4470,23,itIfeellikethatgirlwhojustfoundoutshelikestobechokedbutit'sbyfivethousandyearsofJewish
JennyZigrino,162,163,2,158,162,4741,4860,10,weusedtoroleplayatthathewasmy
JennyZigrino,164,168,2,163,164,4891,4920,0,
JennyZigrino,175,177,2,168,175,5041,5250,18,knockonmydoorandbelikemsagreenoyourrentsdoIdolikehoweverShelly
JennyZigrino,183,186,2,177,183,5311,5490,11,andwedoitandthenIcameeighthundreddollars
JennyZigrino,190,195,2,186,190,5581,5700,10,butI'maplaceI'vewaitedhereforplusas
JennyZigrino,202,203,2,195,202,5851,6060,19,yearsthiswasdesirebodytypeisaverythingsoneIwaswellfedexIwasrich
JennyZigrino,211,216,2,203,211,6091,6330,24,thatIcouldcarryababytofulltermandthreethisbodywasreserveyourtakethistopoundtownandthemayor
JennyZigrino,223,224,1,216,223,6481,6690,21,wellyouknowthatyou'reallbeautifulandwonderfulallofyouIforonegirlImettellyouI
JennyZigrino,245,247,2,224,245,6721,7350,57,andafterwardsverylittledrunkthinkingtomeandshewaslike%HESITATIONlaneguideyourissofunnyaboutlikeitissohardtobeskinnyandIwaslikeokaywhywhyisitsohardinthisisourreasonbecausesometimesyourboyfriendwantstohavesexifyourboobsandthere's
JennyZigrino,249,250,2,247,249,7411,7470,2,nowand
JennyZigrino,270,271,2,250,270,7501,8100,58,atfirstIwasmadIwaslikescrewthatgirlshe'snevergoingtostorenotbeenabletogetanythingshewantsofftherackshe'sneverbeenthoughtofbeingstupidorlazybecauseofherbodylooksbutyoungguystiretimeshe'slookingatmeandgoononlygotthatgirlis
JennyZigrino,273,283,2,271,273,8131,8190,6,hasaspare****onher
JennyZigrino,288,296,2,283,288,8491,8640,5,knowliketopeaceaina
JerrySeinfeld1,1,5,1,0,1,1,30,0,
JerrySeinfeld1,9,12,1,5,9,151,270,15,movedtoroommoviesinceIIIhowdoyoufeelaboutwhatwhat
JerrySeinfeld1,17,19,1,12,17,361,510,16,youknowhowmuchI'mgettingforthiswhatI'mdoingI'mgettingfivehundredthree
JerrySeinfeld1,26.3,26.8,1,19,26.3,571,789,20,worthitandIbumpedintoaguyinthehallwayfromtheIRShecan'tbelievehe'shereand
JerrySeinfeld1,28,31.2,1,26.8,28,805,840,3,totalkto
JerrySeinfeld1,46,49,0,31.2,46,937,1380,44,Ican'tbelieveIjustwanderedinhe'scomingrightroomisgonnadoislookingaftermeandyouallseemsoexcitedeventhoughIknowtherearesomepeopleherewhoarethinkingnowwhatthehellamIgonnado
JerrySeinfeld1,54,56,0,49,54,1471,1620,19,yougotagoodactexcitedgettogettheotheractexcitedwithsomeyearsagoandone
JerrySeinfeld1,66,69,0,56,66,1681,1980,43,itsnewmovieImeansuremostofyouhaveaflatscreenTVtheygottogiveitawaytosomebodywho'sgonnagowhydidwhatsomeoneelsegoingonyougiveitabadmoneygiventoImeanyou
JerrySeinfeld1,118,119,1,69,118,2071,3540,132,becausehe'stoomanythingsthatthisisthisistheproblemokaysomanythingsthisthislabbanksyouhavethingsIhavebangsholidaytimesyou'vegotmorethingsIIdon'tlikehavingtoomanythingsonthethrowerourthat'smypersonalitytypeabouttheroleoroutifIhavesomethingIreallydon'twantitIwishIwishitwasastoreIcouldbuysomethingpivotandjustthrowitdownthechuteintoanincineratorwalkedoutnobagsthat'smyperfectshoppingexperiencenomywifeofcourseistheoppositethisismarriagesthebeautyofaconflictthebeautyofmarriagemywifeisasavershe'sakeepergripsgraphseverythingisorganizearespirefoampeanutis
JerrySeinfeld1,126,130,1,119,126,3571,3780,15,byIwillthrowanythingoutatanytimewe'regoingoutwithwellyou
JerrySeinfeld1,131,132,1,130,131,3901,3930,4,noIwaswrong
JerrySeinfeld1,136,138,1,132,136,3961,4080,13,thosearespecialmemoriesinthebondnowbutthepointisthat
JerrySeinfeld1,144,146,1,138,144,4141,4320,10,thingsonearthonlyexistindifferentstagesofbecoming
JerrySeinfeld1,149,153,1,146,149,4381,4470,6,yourhomeisagarbageprocessing
JerrySeinfeld1,156,160,0,153,156,4591,4680,9,yourhouseandslowlycrapoffivethemover
JerrySeinfeld1,169,171,0,160,169,4801,5070,26,allyourallexcitedwhenyougetsomethingrighttobringinintheopeneronthekitchentabletheplaceofhonorforthenew
JerrySeinfeld1,177,178,0,171,177,5131,5310,17,theinstructionsfillouttheregistrationcardyoumayevenjointheclubofotheridiotsthat
JerrySeinfeld1,188,190,1,178,188,5341,5640,34,andthensometimegoesbyanditslowlybeginstodawnonyouthatmaybeyou'renotgoingtobequiteaskeenondryingoutfruitandstoringitinyourbasement
JerrySeinfeld1,200,202,0,190,200,5701,6000,29,sowhatdoyoudoyouhavetodemoteitobjectsstartthehighestlevelvisibleinthelivingareafromthereitgoesdowntoaclosetcupboard
JerrySeinfeld1,204,206,0,202,204,6061,6120,10,thosesowedon'thavetoseeallofthe
JerrySeinfeld1,218,219,0,206,218,6181,6540,17,boyyouknowfromtheclosetitgoestothegaragewherethelongspacesintransportation
JerrySeinfeld1,225,226,0,219,225,6571,6750,15,definitenoobjectisevermadeitoutofthegarageandbackintothe
JerrySeinfeld1,230,232,0,226,230,6781,6900,11,thewordgarageseemstobeaformoftheword
JerrySeinfeld1,243,245,1,232,243,6961,7290,19,goaheadonceyou'relivinginthesameroomasthegarbagecanswellitwon'tbemuchlonger
JerrySeinfeld1,268,270,0,245,268,7351,8040,53,istheonlythingthatcansavetheobjectatthispointeBayanothergreatstepforwardinhumancultureHeywhydon'twemailaregarbagebackandforthtoeachotherwanttotalktoyourfamilyatnightwhenyoucouldbebiddingeighttotendollarsonatroll
JerrySeinfeld1,280,282,0,270,280,8101,8400,18,orapersonalstorageunitthisisthesaddestofallnowinsteadoffreegarbageyoupay
JerrySeinfeld1,296,298,0,282,296,8461,8880,40,it'slikeaprisonvisitwhenyougothereisn'titeverything'slockedupeverything'srustedandbrokenyougotoutBostonaboutlockyouliftupthatrollingsteeldoorlookI'mtryingtogetyouguyshada
JerrySeinfeld1,332,335,1,298,332,8941,9960,70,noplaceforyouintheworldI'mlookingI'mworkingonIwillbebacktoseeyouagainsooneverythingmypointissimpleeverythingisthrownoutintheendwearethrownoutintheendmyfriendswhenIhearaboutsomeonethatdiedinoneofcertainimportantpersonalpossessionsputinwiththemwhenthey'reburiedI'mallforthattakecrapwith
JerrySeinfeld2,2,4,1,0,2,1,60,8,andit'sexcitingtobeoutalwaysexciting
JerrySeinfeld2,11,12,1,4,11,121,330,24,therefloatingaroundbutIknowyougotyourphoneeverybodyhere'sgottheirphonesthatonepersonheredoesn'thaveyoubetterhave
JerrySeinfeld2,16,17,1,12,16,361,480,14,gottahaveitbecausethereisnosafetythereisnocomfortthereis
JerrySeinfeld2,26,31,1,17,26,511,780,20,thislifeanymoreandthat'swhenyou'rewalkingdownthestreetyoucanfeelahardrectangleinyourpants
JerrySeinfeld2,47,48,1,31,47,931,1410,38,wannajuiceduphardrectanglethat'syourlifebecauseofbecauseofthepaintballcrybutyouneedtostayintouchwiththatissoimportantthepeopleinyourlinethey'resoimportantaren'tokay
JerrySeinfeld2,56,57,1,48,56,1441,1680,13,reallytheydon'tseemveryimportantnotthewayyouscrollthroughtheir
JerrySeinfeld2,66,68,1,57,66,1711,1980,10,listlikeagayFrenchkingwhopleasesmetoday
JerrySeinfeld2,72,73,1,68,72,2041,2160,5,whoshallIfavorwho's
JerrySeinfeld2,77,78,1,73,77,2191,2310,0,
JerrySeinfeld2,84,85,1,78,84,2341,2520,21,don'treallyuseitmuchasaphonedowenowwedon'tbecausetheygaveustheoptionsomeyears
JerrySeinfeld2,99,100,1,85,99,2551,2970,46,whileyouwanttocommunicatetoanotherpersonyoucouldtalkyoucouldtypewillonceyouhavethatoptionwellthattookhalfasecondtalkinglosttalking'soverwewanttotalkagoodtalkonmygodIgotitalldoI
JerrySeinfeld2,113,114,1,100,113,3001,3390,32,personnowtalkingisworkyougottamakefacialexpressionslikeboatwithwhatyou'resayingdifferenthandgesturesyougottasuckairandyougotablowitalltalkingis
JerrySeinfeld2,134,136,1,114,134,3421,4020,42,that'santiquatedI'dbelikeablacksmithappearsometimesItellyouthetruthifyouwantIcouldtextofthiswholethingwecangetthehelloutofhereemailtaxweloveitbecausewhenwecommunicateto
JerrySeinfeld2,141,146,1,136,141,4081,4230,11,IcouldhavecalledyouandIchosenottoI
JerrySeinfeld2,158,159,1,146,158,4381,4740,25,thisiswhatIhavetosayIthinkwe'redonehereemailIlikeIdon'treallyliketheuseofthewordmale
JerrySeinfeld2,226,227,2,159,226,4771,6780,131,usingthesametermthatwe'reusingforthepostalserviceIdon'tseealotofoverlapbetweenthesetwosystemsoneofthemoccurringindigitalfiberoptichyperspacetheotheradazedandconfuseddistantbranchofthecubscoutsfumblingaroundthestreetsandembarrassingshortsandjacketswithmeaninglesspatchesandvictorymodelsdrivingfourmilesanhourtwentyfeetatatimeonthewrongsideofamentallyhandicappedG.Ilovethepostalsystemhasthisfinancialemotionalmeltdowneverythreetofiveyearsthattheirbusinessmodelfromsixteenthirtyisn'tworkinganymoreIcanunderstandhowatwentyfirstcenturyinformationsystembasedonlickingwalkingandarandomnumberofpenniesisstrugglingtocomepaywhatisthereason
JerrySeinfeld2,241,243,2,227,241,6811,7230,40,andsotheyalwayssendthePostmasterGeneralunderwehavetomakeabigabouthowtimethattherehavebeenitcomesoutniecefreakedouthe'sgotringsundertheeyesnoshavepullingallnighterswe
JerrySeinfeld2,262,263,2,243,262,7291,7860,59,wegottagoupapennyonthestandsisnowayaroundittryingtogetsomebreathingroomwealsoneedforstructureandwe'realllikeHeydodowhathaveyougottodowedon'tgiveadamnwhatisastampanywaywe'reevenknowwhatitcostsfortythreefortyeightmaking
JerrySeinfeld2,266,268,2,263,266,7891,7980,8,thereIhavesomemoneyleftoverby
JerrySeinfeld2,280,281,2,268,280,8041,8400,17,it'slikeifIcouldtalktothepostofficeIcouldsaythatifyoureally
JerrySeinfeld2,305,306,2,281,305,8431,9150,15,tousjustopenthelettersreadI'mandemailuswhatitsayseven
JimmyCarr1,8,11,0,0,8,1,240,22,helloonJimmyCartershouldexplainwhyIlooklikethisbecausemydadisIrishandmymumisRogerFederer
JimmyCarr1,18,27,0,11,18,331,540,15,butnospellingsofrectalthermometerinNepalKenthinkssomegirlsgomypen
JimmyCarr1,32,36,0,27,32,811,960,10,saidwhatrhymeswithorangeIsaidnoitdoesn't
JimmyCarr1,46,52,0,36,46,1081,1380,29,IwenttoapropershowbizPontirecentlyandBradPittwasthereandtheysaynevermeetyourheroesbutIthinkBradhandleditreallywell
JimmyCarr1,63,64,0,52,63,1561,1890,29,noddingfloodingisprettybadthat'sbeenterriblefloodingalloverEnglandrecentlyandIwaswatchingthenewsusorwomanonthenewsinafloodedkitchen
JimmyCarr1,67,74,0,64,67,1921,2010,6,andIcouldnhelpbutthink
JimmyCarr1,77,78,0,74,77,2221,2310,6,ifanythingyoumakingmattersworse
JimmyCarr1,83,92,0,78,83,2341,2490,13,mosttimewehadaWhiteChristmasImadesnowangelsIskated
JimmyCarr1,94,96,0,92,94,2761,2820,7,it'sabadexamplebutmostwill
JimmyCarr1,102,110,0,96,102,2881,3060,13,MichaeltalkingtonorthAfricanguninhernativelanguagepharaohswejust
JimmyCarr1,134,143,1,110,134,3301,4020,91,somecomicsnotonlytoanaudiencetheypretendtheyrecentlybrokeupwiththegirlthatsheleftforanotherguytotowlinethereasontheytellthatlieistoelicitsympathyfromattractivefemaleaudiencememberssothenaftertheshowtheycangettalkingtothemthatgotthatsympathyinandtheycantryandpickthemupandultimatelytryandsleepwiththerestassuredIwouldneverdothatbecauseIthinkitwouldbedisrespectfultothememoryofmywife
JimmyCarr1,158,170,1,143,158,4291,4740,43,offeredonlyrecentlyhadaproperconversationabout****someofyoumaysharehersentimentyousaidtomeshesaidIdon'tgetpulledI'venevergotpulledwhywouldIwanttowatchtwopeoplehavesexIsaidto
JimmyCarr1,186,195,0,148,186,4441,5580,70,yousaidtomeshesaidIdon'tgetpulledI'venevergotpulledwhywouldIwanttowatchtwopeoplehavesexIsaidtopeopleyou'velostmemightbedescribedladiesgentlemanasasexsymbolnetsymbolisaquestionmarkfollowedbyanotherwhenamanchangehisFacebookstatusfromsingletwoinarelationshiponlythinkitshouldsayundernewmanagement
JimmyCarr1,173,176,0,170,173,5101,5190,9,describedladiesgentlemanasasexsymbolnetsymbol
JimmyCarr1,177,148,0,176,177,5281,5310,3,followedbyanother
JimmyCarr1,199,202,0,195,199,5851,5970,9,spendtoomuchtimeIgofromahusband
JimmyCarr1,207,215,0,202,207,6061,6210,21,myfeelingmostyoungwomenmakealownoiseinthebedroommyguestandexpecttoseeanyoneattheir
JimmyCarr1,223,231,0,215,223,6451,6690,27,wasinbedwiththegorecentlyshesaidtomeshesaidIwanttonighttobemagicalandabossafterwehadsexappears
JimmyCarr1,239,243,0,231,239,6931,7170,20,gotaquestionforeveryoneinherewhoherehashadbadsexisnotsayingbecausetherewiththe
JimmyCarr1,244,245,0,243,244,7291,7320,0,
JimmyCarr1,251,255,0,245,251,7351,7530,20,there'ssomethingyoucangetgentlemanifyouhavewhatyouperceivethatyouhaveasmall****it'scalled
JimmyCarr1,263,265,0,255,263,7651,7890,24,whenyougotoninetycompatiblethatsoyouyouhaven'tsheshejustgaveyoulooklikesomethingthejobrelatedtoyou
JimmyCarr1,286,293,1,265,286,7951,8580,69,thathewasinthecalmmyjob'soccasiontogetmeintotroubleMichaelstopspeedingrecentlyandtheofficercametothewindowofmycarastheydoanysetisthatyouknowhowfastyouweregoingsoI'msorryphysicallytoofastmyapologiesisateightyeightmilesanhourIsaidIwastryingtogetbacktonineteenfiftyfive
JoelKimBooster,12,13,0,0,12,1,360,32,mynameit'sverystrangeitdoesnotmatchmyfaceJoelKimboosterwhyinherhomeJoeuptoptherethatseemsprettyJewishdoesn'tmakeanysenseatall
